event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,location,latitude,longitude,fatalities,month_number,month_name,quarter,year_month,day_of_week,week_of_year,is_weekend,conflict_phase,location_type,urban_rural_classification,population_density_level,conflict_intensity_zone,distance_to_border_km,strategic_importance,primary_actor_name,primary_actor_type,primary_actor_affiliation,primary_actor_state_status,secondary_actor_name,secondary_actor_type,secondary_actor_affiliation,secondary_actor_state_status,economic_sector_affected,sector_category,sector_gdp_contribution,sector_employment_size,business_type_damaged,business_size,business_ownership,businesses_affected_count,trade_route_affected,trade_disruption_type,trade_goods_affected,trade_disruption_severity,economic_damage_usd,business_disruption_days,employment_loss_count,agriculture_land_affected_hectares,gdp_impact_local_percentage,affected_age_category,affected_population,children_affected_count,women_affected_count,vulnerable_groups_present,gender_distribution,displacement_type,displacement_duration_category,displacement_destination,displacement_conditions,primary_need_critical,need_urgency,healthcare_access_status,water_access_status,injured_count,displaced_persons,shelters_destroyed_count,humanitarian_aid_required_usd,infrastructure_primary,infrastructure_category,infrastructure_criticality,infrastructure_ownership,damage_severity,damage_type,structural_safety,repair_feasibility,service_disrupted,service_coverage_before,service_backup_exists,population_affected_by_outage,estimated_repair_cost_usd,infrastructure_downtime_days,capacity_loss_percentage,people_without_service_count,org_type_responding,org_mandate_primary,org_capacity_level,org_presence,diplomatic_action_type,diplomatic_level,responding_entity,response_position,media_coverage_type,media_reach_level,media_source_geography,media_framing,aid_orgs_responding_count,foreign_aid_pledged_usd,foreign_aid_delivered_usd,response_time_hours,media_coverage_score,conflict_type_legal,conflict_symmetry,conflict_intensity,international_law_framework,target_classification,weapon_method_primary,civilian_harm_circumstance,law_of_war_concern,combatant_casualties,civilian_casualties
CountryA11,2017-10-01,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 4854,Unknown,Political militia,Unknown,Unknown,Civilians,Political militia only,Country A,Region13,City138,33.5379,36.4005,0,10,October,4,17-Oct,Sunday,39,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,94,Medium,Actor 4854,Militia,Independent,Non-State Armed Group,Unknown,Unknown,Independent,Civilians,Public Sector,Tertiary,Minor <5%,Medium 1k-10k,Service Center,Micro <5 emp,Cooperative,4,Internal Route 1,Border Closure,Food/Agriculture,Moderate,913757,88,350,0,0.34,Elderly 60+,2721,911,1320,Chronic Illness,Balanced,Sheltering in Place,Temporary <7d,UNRWA Shelter,Adequate,Medical Care,Moderate <7d,No Access,Intermittent,0,188,54,557112,Port,Transportation,Non-Critical,Mixed,Major 75-95%,Structural Collapse,Partially Collapsed,Reconstruction >6mo,Transportation,High 70-90%,Partial Backup,<100,3394401,140,87,0,Red Cross/Crescent,Emergency Medical,Large Global,Pre-existing,Condemnation,UN Security Council,Individual Nation,Pro-Country D/Country E,Local News Only,Local,Global Mixed,Humanitarian Focus,14,322336,264992,46,3,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA12,2017-02-28,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region5,City144,36.3442,37.0534,0,2,February,1,17-Feb,Tuesday,9,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,27,Medium,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Medium 5-20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,4,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1139139,4,59,0,0.63,Youth 13-18,1921,702,924,Disabled,Predominantly Male,Sheltering in Place,Short-term <1mo,UNRWA Shelter,Minimal Services,Shelter,Moderate <7d,Partial Access,Unsafe Water Only,0,179,18,405285,UN Facility,International Org,High Priority,UN/International,Moderate 25-50%,Shelling Damage,Needs Minor Repair,Medium Repair 1-6mo,Transportation,High 70-90%,Partial Backup,<100,6084844,41,29,0,Local NGO,Emergency Medical,Large Global,Pre-existing,Resolution Vote,UN Security Council,UN,Ceasefire Call,International Mainstream,Global Limited,Global Mixed,Factual/Neutral,0,0,0,0,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA13,2017-01-08,2017,Political violence,Battles,Armed clash,Military Group 3561,Unknown,State forces,Actor 3999,Unknown,Rebel group,State forces-Rebel group,Country A,Region6,City375,32.9727,36.3354,0,1,January,1,17-Jan,Sunday,1,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,113,Medium,Military Group 3561,State Military,Independent,State Actor,Actor 3999,Unknown,Independent,Civilians,Services,Tertiary,Medium 5-20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,354581,50,200,0,0.18,Adults 19-60,2043,748,1106,Disabled,Predominantly Male,Evacuated,Medium-term 1-6mo,Tent Camp,Adequate,Medical Care,High Priority <72h,Medical Evac Required,No Water Access,0,603,9,180981,Port,Transportation,Non-Critical,Mixed,Moderate 25-50%,Equipment Destruction,Needs Minor Repair,Medium Repair 1-6mo,Transportation,Partial 40-70%,Yes Full Backup,5000-20000,2251111,25,46,14408,Local NGO,Emergency Medical,Large Global,Pre-existing,Resolution Vote,UN Security Council,OIC,Ceasefire Call,Social Media Viral,Global Limited,Western Media,Factual/Neutral,0,0,0,0,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Other,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA14,2017-01-09,2017,Political violence,Battles,Armed clash,Military Group 3561,Military Group 1051,State forces,Actor 3999,Unknown,Rebel group,State forces-Rebel group,Country A,Region13,City620,33.6195,36.1288,10,1,January,1,17-Jan,Monday,2,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,144,Low,Military Group 3561,State Military,Independent,State Actor,Actor 3999,Unknown,Independent,Civilians,Trade,Tertiary,Minor <5%,Medium 1k-10k,Workshop,Small 5-50,Government,13,Internal Route 1,Border Closure,Food/Agriculture,Moderate,408861,149,76,0,0.08,Adults 19-60,4820,1961,2525,Multiple,Balanced,Internally Displaced-IDP,Permanent,UNRWA Shelter,Adequate,Medical Care,High Priority <72h,Partial Access,No Water Access,85,1231,43,384529,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Low <40%,No Backup,<100,0,0,0,0,Local NGO,Emergency Medical,Large Global,Pre-existing,Condemnation,UN Security Council,Individual Nation,Pro-Country D/Country E,International Mainstream,Global Limited,Social Media,Sympathetic to Victims,0,0,0,0,6,International Armed Conflict,Internal Factional,Firefight,Geneva Conventions Apply,Mixed Civilian-Military Area,Airstrike/Bombs,Indiscriminate Fire,Precaution Failure,7,3
CountryA15,2017-01-17,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 2741,Unknown,Rebel group,Civilian Group 1594,Unknown,Civilians,Rebel group-Civilians,Country A,Region5,City162,36.206,37.1524,1,1,January,1,17-Jan,Tuesday,3,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,115,Medium,Actor 2741,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Medium 1k-10k,Retail Shop,Large 250+,Government,12,Internal Route 1,Border Closure,Food/Agriculture,Moderate,914649,47,66,0,0.63,Mixed All Ages,832,291,405,Chronic Illness,Predominantly Female,Evacuated,Long-term >6mo,Street/Outdoors,Overcrowded,Clean Water,Moderate <7d,Partial Access,Safe Water Available,9,1942,82,601389,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,Partial Backup,<100,0,0,0,0,UN Agency,WASH,Large Global,Scaling Up,Resolution Vote,Bilateral Country,EU,Pro-Country D/Country E,Regional Coverage,Regional,Middle East Media,Humanitarian Focus,3,82515,27447,43,4,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Artillery/Mortars,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA16,2017-06-05,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 4373,Unknown,Rebel group,Civilian Group 1594,Unknown,Civilians,Rebel group-Civilians,Country A,Region2,City90,35.9428,39.0519,1,6,June,2,17-Jun,Monday,23,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,114,Medium,Military Group 4373,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Trade,Tertiary,Medium 5-20%,Medium 1k-10k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,549515,100,373,0,0.8,Mixed All Ages,2785,1038,1376,Orphans,Predominantly Female,Evacuated,Temporary <7d,UNRWA Shelter,Minimal Services,Food,Immediate Life-Threatening,No Access,Intermittent,6,192,3,843451,Residential,Residential,Non-Critical,Community,Major 75-95%,Multiple Types,Partially Collapsed,Reconstruction >6mo,Multiple Services,High 70-90%,No Backup,1000-5000,6072177,213,79,3175,Local NGO,Shelter/Housing,Small Local,Deployed for Event,Statement Only,UN General Assembly,UN,Pro-Country D/Country E,Regional Coverage,Regional,Middle East Media,Geopolitical Analysis,2,325906,162946,36,5,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Artillery/Mortars,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA17,2017-11-15,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3348,Unknown,External/Other forces,Civilian Group 1594,Unknown,Civilians,External/Other forces-Civilians,Country A,Region7,City415,34.5043,40.9291,1,11,November,4,17-Nov,Wednesday,46,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,85,Medium,Military Group 3348,State Military,Independent,State Actor,Civilian Group 1594,Civilians,Independent,Civilians,Agriculture,Primary,Medium 5-20%,Small <1k,Service Center,Large 250+,Family-owned,4,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1576522,76,238,170,0.27,Mixed All Ages,3482,1491,1813,Multiple,Balanced,Evacuated,Short-term <1mo,School Building,Overcrowded,Medical Care,High Priority <72h,Partial Access,Intermittent,8,1174,72,393835,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,No Backup,<100,0,0,0,0,UN Agency,Multi-Sector,Large Global,Deployed for Event,No Action,Bilateral Country,UN,Pro-Country D/Country E,Social Media Viral,Global Widespread,Middle East Media,Sympathetic to Victims,2,72772,28810,41,10,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Artillery/Mortars,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA18,2017-08-28,2017,Political violence,Battles,Armed clash,Military Group 3561,Armed Group 3837,State forces,Actor 1801,Unknown,Rebel group,State forces-Rebel group,Country A,Region13,City198,33.5706,36.4046,0,8,August,3,17-Aug,Monday,35,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,16,Medium,Military Group 3561,State Military,Independent,State Actor,Actor 1801,Unknown,Independent,Civilians,Industry,Secondary,Minor <5%,Large >10k,Service Center,Micro <5 emp,Family-owned,5,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1217590,35,184,0,0.09,Mixed All Ages,2367,717,1195,Chronic Illness,Balanced,Internally Displaced-IDP,Permanent,Relatives Home,Overcrowded,Medical Care,Moderate <7d,Full Access,Intermittent,0,1013,25,59118,Port,Transportation,Non-Critical,Mixed,Minor <25%,Fire Damage,Safe/Operational,Quick Repair <1mo,Transportation,Partial 40-70%,No Backup,5000-20000,4305939,12,8,15231,Intl NGO,Food Security,Small Local,Pre-existing,Statement Only,UN Security Council,UN,Pro-Country D/Country E,Local News Only,Local,Western Media,Humanitarian Focus,4,101088,75231,19,2,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA19,2017-04-19,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region8,City333,35.3736,36.6018,0,4,April,2,17-Apr,Wednesday,16,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,24,Medium,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Major >20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1346329,37,190,0,0.72,Youth 13-18,2980,970,1429,Multiple,Predominantly Male,Sheltering in Place,Short-term <1mo,UNRWA Shelter,Unsafe,Shelter,Moderate <7d,Full Access,No Water Access,0,83,65,605000,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Multiple Types,Unsafe-Evacuated,Reconstruction >6mo,Transportation,High 70-90%,No Backup,100-1000,3353038,149,73,440,Local NGO,Emergency Medical,Large Global,Pre-existing,Condemnation,Regional Bloc,Individual Nation,Pro-Country D/Country E,Regional Coverage,Regional,Social Media,Factual/Neutral,0,0,0,0,4,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA20,2017-01-07,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region6,City481,32.9491,36.2674,0,1,January,1,17-Jan,Saturday,1,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,4,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Minor <5%,Medium 1k-10k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,131964,33,292,0,0.39,Mixed All Ages,644,263,314,Pregnant,Predominantly Male,Sheltering in Place,Medium-term 1-6mo,UNRWA Shelter,Minimal Services,Medical Care,Urgent <24h,No Access,Unsafe Water Only,0,27,2,726555,Residential,Residential,Non-Critical,Community,Major 75-95%,Multiple Types,Partially Collapsed,Reconstruction >6mo,Multiple Services,High 70-90%,Temporary Alternative,5000-20000,3755589,355,89,12800,UN Agency,WASH,Large Global,Pre-existing,Resolution Vote,Bilateral Country,Individual Nation,Ceasefire Call,International Mainstream,Global Widespread,Middle East Media,Humanitarian Focus,4,33826,19547,17,8,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilian Infrastructure,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA21,2017-12-01,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 4896,Actor 261,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region13,City120,33.314,35.879,3,12,December,4,17-Dec,Friday,48,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,7,Low,Military Group 4896,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Services,Tertiary,Minor <5%,Medium 1k-10k,Office,Micro <5 emp,Government,8,Internal Route 1,Border Closure,Food/Agriculture,Moderate,511765,95,186,0,0.73,Mixed All Ages,1937,863,944,Refugees,Predominantly Male,Internally Displaced-IDP,Long-term >6mo,Relatives Home,Minimal Services,Clean Water,Urgent <24h,No Access,Safe Water Available,12,618,91,907243,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,No Backup,<100,0,0,0,0,UN Agency,WASH,Large Global,Remote Coordination,Resolution Vote,UN Security Council,Arab League,Neutral/Balanced,International Mainstream,Global Widespread,Global Mixed,Sympathetic to Victims,5,172863,92188,40,7,International Armed Conflict,Internal Factional,Firefight,Geneva Conventions Apply,Military Personnel,Airstrike/Bombs,Disproportionate Force,Proportionality Question,2,1
CountryA22,2017-06-25,2017,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3456,Unknown,External/Other forces,Military Group 3561,Armed Group 3837,State forces,State forces-External/Other forces,Country A,Region12,City485,33.1242,35.8264,2,6,June,2,17-Jun,Sunday,25,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,46,Low,Military Group 3456,State Military,Independent,State Actor,Military Group 3561,State Military,Independent,State Actor,Agriculture,Primary,Major >20%,Small <1k,Market,Micro <5 emp,Cooperative,2,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1081559,11,308,215,0.72,Youth 13-18,1448,546,718,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,Relatives Home,Overcrowded,Medical Care,Immediate Life-Threatening,No Access,Unsafe Water Only,13,1360,51,432678,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,Temporary Alternative,<100,0,0,0,0,Intl NGO,Multi-Sector,Medium Regional,Deployed for Event,Condemnation,Regional Bloc,Arab League,Ceasefire Call,Local News Only,Local,Western Media,Balanced,3,451344,303579,20,1,International Armed Conflict,Symmetric State vs State,Skirmish,Geneva Conventions Apply,Military Personnel,Vehicle Attack,Disproportionate Force,Proportionality Question,1,1
CountryA23,2017-02-01,2017,Political violence,Battles,Armed clash,Military Group 3561,Unknown,State forces,Actor 2741,Unknown,Rebel group,State forces-Rebel group,Country A,Region9,City555,34.5464,37.6969,10,2,February,1,17-Feb,Wednesday,5,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,6,Medium,Military Group 3561,State Military,Independent,State Actor,Actor 2741,Unknown,Independent,Civilians,Trade,Tertiary,Minor <5%,Small <1k,Market,Micro <5 emp,Family-owned,5,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2396109,63,286,0,0.67,Children 0-12,3989,1543,1998,Disabled,Predominantly Female,Evacuated,Permanent,UNRWA Shelter,Unsafe,Clean Water,Urgent <24h,Medical Evac Required,No Water Access,40,1618,24,545524,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Fire Damage,Unsafe-Evacuated,Reconstruction >6mo,Transportation,Partial 40-70%,No Backup,>50000,1950791,146,72,105313,Local NGO,Protection/Rights,Small Local,Scaling Up,Investigation Launched,Bilateral Country,Arab League,Pro-Country D/Country E,Social Media Viral,Global Widespread,Global Mixed,Sympathetic to Victims,1,242912,171297,45,10,International Armed Conflict,Internal Factional,Firefight,Geneva Conventions Apply,Mixed Civilian-Military Area,Other,Disproportionate Force,Proportionality Question,6,4
CountryA24,2017-01-04,2017,Political violence,Violence against civilians,Attack,Actor 2741,Unknown,Rebel group,Civilian Group 1594,Actor 4465,Civilians,Rebel group-Civilians,Country A,Region5,City470,36.4337,37.5663,1,1,January,1,17-Jan,Wednesday,1,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,116,Medium,Actor 2741,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Industry,Secondary,Major >20%,Medium 1k-10k,Service Center,Small 5-50,Corporate,4,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1778605,69,47,0,0.31,Youth 13-18,1148,474,630,Chronic Illness,Predominantly Female,Evacuated,Long-term >6mo,Relatives Home,Unsafe,Medical Care,Urgent <24h,Full Access,Safe Water Available,8,1658,68,649118,Commercial,Commercial,Medium Priority,Private Sector,Severe 50-75%,Looting/Vandalism,Unsafe-Evacuated,Reconstruction >6mo,Multiple Services,Full 90-100%,No Backup,5000-20000,1021888,86,60,12436,Intl NGO,Shelter/Housing,Small Local,Scaling Up,Condemnation,UN Security Council,UN,Neutral/Balanced,Regional Coverage,Regional,Social Media,Geopolitical Analysis,3,374990,288930,20,4,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Small Arms/Rifles,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA25,2017-04-15,2017,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region6,City460,32.5411,36.2017,0,4,April,2,17-Apr,Saturday,15,1,Pre-Oct7 2016-2023,Border Area,Border Zone,Low,Stable,139,High,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Public Sector,Tertiary,Minor <5%,Large >10k,Retail Shop,Micro <5 emp,Family-owned,2,Internal Route 1,Border Closure,Food/Agriculture,Moderate,745888,60,65,0,0.44,Children 0-12,2686,967,1221,Refugees,Predominantly Male,Evacuated,Long-term >6mo,Tent Camp,Unsafe,Clean Water,Urgent <24h,Partial Access,No Water Access,0,105,75,645023,Port,Transportation,Non-Critical,Mixed,Moderate 25-50%,Shelling Damage,Needs Minor Repair,Medium Repair 1-6mo,Transportation,High 70-90%,Temporary Alternative,<100,1218000,28,49,0,Local NGO,Emergency Medical,Large Global,Pre-existing,Condemnation,UN Security Council,UN,Neutral/Balanced,Regional Coverage,Regional,Global Mixed,Sympathetic to Victims,0,0,0,0,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA26,2017-10-27,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 2409,Unknown,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region8,City303,35.0438,36.8632,0,10,October,4,17-Oct,Friday,43,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,68,Medium,Actor 2409,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Services,Tertiary,Minor <5%,Medium 1k-10k,Office,Small 5-50,Family-owned,2,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1558297,89,326,0,0.39,Elderly 60+,1224,489,638,Multiple,Balanced,Evacuated,Temporary <7d,Relatives Home,Overcrowded,Medical Care,Urgent <24h,Partial Access,No Water Access,0,57,18,114439,Port,Transportation,Non-Critical,Mixed,Minor <25%,Equipment Destruction,Safe/Operational,Quick Repair <1mo,Transportation,High 70-90%,No Backup,1000-5000,1949877,10,18,3661,UN Agency,Shelter/Housing,Large Global,Scaling Up,Condemnation,Regional Bloc,EU,Pro-Country D/Country E,Local News Only,Local,Middle East Media,Humanitarian Focus,4,231441,186264,39,2,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA27,2017-08-14,2017,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 3999,Unknown,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region8,City570,35.257,36.3826,0,8,August,3,17-Aug,Monday,33,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,43,Medium,Actor 3999,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Trade,Tertiary,Minor <5%,Small <1k,Market,Small 5-50,Family-owned,10,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1368905,27,30,0,0.1,Mixed All Ages,3806,1678,2086,Multiple,Predominantly Male,Internally Displaced-IDP,Short-term <1mo,Relatives Home,Overcrowded,Clean Water,Moderate <7d,No Access,Unsafe Water Only,0,1635,21,339031,Port,Transportation,Non-Critical,Mixed,Moderate 25-50%,Equipment Destruction,Needs Minor Repair,Medium Repair 1-6mo,Transportation,Full 90-100%,No Backup,100-1000,1968618,26,39,301,Local NGO,Protection/Rights,Small Local,Scaling Up,Condemnation,Bilateral Country,Individual Nation,Neutral/Balanced,International Mainstream,Global Widespread,Global Mixed,Factual/Neutral,2,70189,22772,45,10,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA28,2017-03-07,2017,Political violence,Battles,Armed clash,Military Group 3561,Unknown,State forces,Actor 3023,Unknown,Rebel group,State forces-Rebel group,Country A,Region6,City177,32.6241,36.1049,2,3,March,1,17-Mar,Tuesday,10,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,94,Low,Military Group 3561,State Military,Independent,State Actor,Actor 3023,Unknown,Independent,Civilians,Trade,Tertiary,Minor <5%,Medium 1k-10k,Office,Micro <5 emp,Government,7,Internal Route 1,Border Closure,Food/Agriculture,Moderate,535375,58,202,0,0.43,Adults 19-60,293,94,139,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,Relatives Home,Overcrowded,Shelter,Moderate <7d,Partial Access,No Water Access,14,1279,12,307486,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,High 70-90%,No Backup,<100,0,0,0,0,Intl NGO,Protection/Rights,Small Local,Pre-existing,No Action,Bilateral Country,UN,Pro-Country D/Country E,Regional Coverage,Regional,Western Media,Humanitarian Focus,2,63651,36959,31,4,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Other,Disproportionate Force,Proportionality Question,1,1
CountryA29,2017-05-25,2017,Political violence,Explosions/Remote violence,Air/drone strike,Actor 2240,Military Group 3793,External/Other forces,Civilian Group 1594,Unknown,Civilians,External/Other forces-Civilians,Country A,Region2,City90,35.9428,39.0519,2,5,May,2,17-May,Thursday,21,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,39,Low,Actor 2240,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Minor <5%,Small <1k,Retail Shop,Micro <5 emp,Cooperative,13,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2386046,131,401,0,0.28,Mixed All Ages,1954,595,1018,Multiple,Balanced,Evacuated,Long-term >6mo,Street/Outdoors,Minimal Services,Medical Care,Urgent <24h,Full Access,No Water Access,6,1950,81,42228,Residential,Residential,Non-Critical,Community,Moderate 25-50%,Fire Damage,Needs Minor Repair,Medium Repair 1-6mo,Multiple Services,Full 90-100%,Partial Backup,20000-50000,1310237,58,38,22362,Local NGO,Food Security,Small Local,Deployed for Event,No Action,Bilateral Country,UN,Pro-Country D/Country E,International Mainstream,Global Limited,Middle East Media,Humanitarian Focus,1,216823,188762,33,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,IED/Explosives,Civilians Directly Targeted,Potential War Crime Indicator,0,2
CountryA30,2017-02-18,2017,Political violence,Explosions/Remote violence,Air/drone strike,Actor 2240,Unknown,External/Other forces,Civilian Group 1594,Unknown,Civilians,External/Other forces-Civilians,Country A,Region2,City92,35.9439,39.0497,5,2,February,1,17-Feb,Saturday,7,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,35,Low,Actor 2240,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Major >20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,933697,51,294,0,0.98,Adults 19-60,4219,1405,1932,Pregnant,Predominantly Female,Evacuated,Permanent,Relatives Home,Overcrowded,Food,Immediate Life-Threatening,No Access,No Water Access,42,1238,117,360966,UN Facility,International Org,High Priority,UN/International,Minor <25%,Fire Damage,Safe/Operational,Quick Repair <1mo,Transportation,Full 90-100%,Partial Backup,1000-5000,9378732,3,18,4657,Red Cross/Crescent,Emergency Medical,Large Global,Deployed for Event,Condemnation,UN General Assembly,OIC,Ceasefire Call,Regional Coverage,Regional,Middle East Media,Geopolitical Analysis,13,275017,227102,35,3,International Armed Conflict,Internal Factional,Firefight,Geneva Conventions Apply,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,5
